Index1,Index2,Index3,Value1,Value2
guab,RB,guab_N_tetramer,,
guab,CS,n5_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[535.121259 419.921913 319.59532  238.106071 174.357689 125.423886
  88.378479  60.679101  40.223838  25.326143  14.640517   7.100863
   1.883522  -1.634279  -3.918124  -5.315218  -6.084224  -6.416855
  -6.454138  -6.298695  -6.023614  -5.679179  -5.299137  -4.906455
  -4.51746   -4.143692  -3.79243   -3.467114  -3.168185  -2.894168
  -2.642739  -2.41152   -2.198518  -2.00228   -1.821799  -1.656356
  -1.505312  -1.367974  -1.243522  -1.130991  -1.029308  -0.93738
  -0.854124  -0.778511  -0.709622  -0.646622]"
guab,CS,n7_poav,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 4.26549303e+02  3.23539302e+02  2.44204336e+02  1.82341919e+02
  1.34159176e+02  9.70191520e+01  6.87528530e+01  4.74998080e+01
  3.16999800e+01  2.00898180e+01  1.16784080e+01  5.69205300e+00
  1.51984900e+00 -1.31568800e+00 -3.17965700e+00 -4.34413800e+00
 -5.00780400e+00 -5.31416300e+00 -5.36742500e+00 -5.24517200e+00
 -5.00710100e+00 -4.69958500e+00 -4.35759600e+00 -4.00584400e+00
 -3.66036100e+00 -3.33044000e+00 -3.02045300e+00 -2.73142200e+00
 -2.46223700e+00 -2.21067400e+00 -1.97426900e+00 -1.75100500e+00
 -1.53979400e+00 -1.34057200e+00 -1.15413000e+00 -9.81670000e-01
 -8.24353000e-01 -6.82934000e-01 -5.57565000e-01 -4.47820000e-01
 -3.52737000e-01 -2.71005000e-01 -2.01055000e-01 -1.41213000e-01
 -8.98060000e-02 -4.52510000e-02]"
guab,CS,n3_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 3.79167566e+02  2.85302561e+02  2.14917482e+02  1.60653845e+02
  1.18343535e+02  8.55361940e+01  6.04324560e+01  4.14998590e+01
  2.74212840e+01  1.71194210e+01  9.74343200e+00  4.60310800e+00
  1.13055500e+00 -1.12702100e+00 -2.51533000e+00 -3.28860800e+00
 -3.62889600e+00 -3.66523200e+00 -3.49056400e+00 -3.17434200e+00
 -2.76988000e+00 -2.31730100e+00 -1.84498300e+00 -1.37233800e+00
 -9.13461000e-01 -4.79079000e-01 -7.64350000e-02  2.91093000e-01
  6.23527000e-01  9.23215000e-01  1.19363400e+00  1.43842300e+00
  1.66063800e+00  1.86244200e+00  2.04508200e+00  2.20913300e+00
  2.35484400e+00  2.48244900e+00  2.59238800e+00  2.68538200e+00
  2.76245700e+00  2.82488400e+00  2.87410400e+00  2.91169200e+00
  2.93923100e+00  2.95826200e+00]"
guab,CS,n3_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[495.078932 396.722821 297.068144 217.231106 155.664592 108.801223
  73.590126  47.48918   28.423898  14.739792   5.122098  -1.471102
  -5.849364  -8.628077 -10.267788 -11.109099 -11.401317 -11.324943
 -11.009362 -10.546483 -10.000626  -9.415477  -8.819311  -8.22974
  -7.657859  -7.111217  -6.595254  -6.113607  -5.668095  -5.258822
  -4.884554  -4.543253  -4.2325    -3.949829  -3.692824  -3.459211
  -3.246768  -3.053345  -2.876821  -2.715178  -2.56653   -2.429178
  -2.301645  -2.1827    -2.071352  -1.966818]"
guab,CS,n13_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[354.166139 260.530251 189.541849 134.175872  90.687857  56.909817
  31.158663  11.903226  -2.228862 -12.381193 -19.456211 -24.180478
 -27.151583 -28.848409 -29.638911 -29.795805 -29.516281 -28.940872
 -28.169245 -27.272382 -26.301109 -25.29184  -24.270937 -23.258203
 -22.268969 -21.314642 -20.4027   -19.536954 -18.718196 -17.945156
 -17.215429 -16.526204 -15.874877 -15.259265 -14.677665 -14.12868
 -13.610976 -13.12313  -12.663522 -12.23035  -11.821669 -11.435494
 -11.069848 -10.722836 -10.3927   -10.077839]"
guab,CS,n13_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[451.597278 374.966772 286.746658 206.506479 145.495982  99.182577
  64.444839  38.748875  20.027425   6.625962  -2.761015  -9.157468
 -13.355975 -15.95969  -17.421186 -18.076529 -18.173722 -17.895286
 -17.37497  -16.709167 -15.964454 -15.184072 -14.395195 -13.615979
 -12.85977  -12.136307 -11.451775 -10.809144 -10.208805  -9.649331
  -9.128218  -8.642546  -8.189486  -7.766601  -7.371932  -7.003937
  -6.661311  -6.342824  -6.047162  -5.772867  -5.518329  -5.281846
  -5.061699  -4.856238  -4.663918  -4.48335 ]"
guab,CS,n1_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[539.429033 429.730356 327.478054 242.781165 176.5117   125.780428
  87.512528  59.021956  38.084479  22.915481  12.101975   4.533083
  -0.650053  -4.098622  -6.299383  -7.613041  -8.305435  -8.571511
  -8.553179  -8.351816  -8.036954  -7.653785  -7.231657  -6.791854
  -6.351719  -5.92509   -5.521657  -5.146861  -4.80259   -4.488213
  -4.201652  -3.940241  -3.701385  -3.482857  -3.282886  -3.100038
  -2.933094  -2.780865  -2.642131  -2.515601  -2.399955  -2.293893
  -2.196184  -2.105718  -2.021524  -1.942776]"
guab,CS,o11_bi,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[305.498961 215.160834 146.978529  95.229107  56.454121  28.074927
   7.883252  -6.046732 -15.361942 -21.361569 -24.995956 -26.963553
 -27.78373  -27.833702 -27.378965 -26.603029 -25.632579 -24.556059
 -23.436178 -22.31735  -21.229598 -20.191091 -19.210869 -18.291815
 -17.433152 -16.632152 -15.885104 -15.187881 -14.53627  -13.926247
 -13.354141 -12.816758 -12.31138  -11.835692 -11.387644 -10.965343
 -10.566962 -10.190716  -9.834884  -9.49784   -9.178086  -8.87428
  -8.585241  -8.309953  -8.047528  -7.797202]"
guab,CS,o11_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[325.744441 235.642145 168.951382 118.766607  80.933096  52.695717
  31.941341  16.945884   6.307273  -1.062069  -5.996645  -9.158077
 -11.063218 -12.094661 -12.522934 -12.535659 -12.263906 -11.802188
 -11.222006 -10.579315  -9.917186  -9.266016  -8.643652  -8.056709
  -7.503887  -6.980763  -6.483624  -6.01071   -5.561594  -5.136503
  -4.736068  -4.361214  -4.012964  -3.692105  -3.398914  -3.132969
  -2.893127  -2.677664  -2.484447  -2.311088  -2.155167  -2.014335
  -1.886412  -1.769475  -1.661867  -1.562231]"
guab,CS,guab_N_trimer,,
guab,CS,guab_N_tetramer,,
cytb,LI,o5_bi,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[-52.457209 -57.782408 -59.412025 -58.807919 -56.902164 -54.284707
 -51.327548 -48.263522 -45.235311 -42.326945 -39.584447 -37.029375
 -34.667817 -32.496214 -30.505335 -28.682843 -27.015083 -25.48813
 -24.088526 -22.80359  -21.621711 -20.532336 -19.526053 -18.594481
 -17.73028  -16.926974 -16.178908 -15.481108 -14.829159 -14.219175
 -13.647665 -13.111486 -12.607828 -12.134107 -11.688008 -11.267407
 -10.870369 -10.495136 -10.140095  -9.803797  -9.484902  -9.182209
  -8.894589  -8.621026  -8.360597  -8.112448]"
cytb,LI,o5_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[-50.314015 -57.958737 -61.388604 -62.164433 -61.294611 -59.431113
 -56.996875 -54.266867 -51.4193   -48.568591 -45.786831 -43.117928
 -40.58684  -38.205869 -35.978858 -33.904061 -31.976255 -30.188019
 -28.530787 -26.995421 -25.572653 -24.253434 -23.029066 -21.891435
 -20.833015 -19.846945 -18.926995 -18.067548 -17.2635   -16.510277
 -15.80373  -15.140109 -14.516028 -13.928431 -13.374559 -12.851904
 -12.358223 -11.891474 -11.449836 -11.031643 -10.635359 -10.259627
  -9.903153  -9.564753  -9.243348  -8.93788 ]"
cytb,LI,n1_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 20.490935   5.273063  -4.51083  -10.602849 -14.190505 -16.08644
 -16.849593 -16.866182 -16.403823 -15.647935 -14.726605 -13.727663
 -12.710405 -11.713936 -10.762897  -9.871693  -9.047585  -8.292737
  -7.605989  -6.984082  -6.422443  -5.915947  -5.459289  -5.047291
  -4.675106  -4.338231  -4.032648  -3.754768  -3.501435  -3.269892
  -3.057746  -2.862912  -2.683566  -2.518143  -2.365257  -2.223745
  -2.092495  -1.970625  -1.857284  -1.751758  -1.653377  -1.561567
  -1.475839  -1.395667  -1.320652  -1.250394]"
cytb,LI,n6_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ -0.801186 -14.508142 -23.018566 -28.009706 -30.625488 -31.648355
 -31.615614 -30.897707 -29.750693 -28.351583 -26.822227 -25.245875
 -23.678549 -22.157022 -20.704442 -19.334293 -18.053211 -16.8631
 -15.762594 -14.748192 -13.815031 -12.957497 -12.16966  -11.445585
 -10.779539 -10.166128  -9.600376  -9.077744  -8.59414   -8.145867
  -7.729653  -7.342565  -6.981983  -6.645559  -6.331226  -6.037116
  -5.761541  -5.503021  -5.2602    -5.031843  -4.816867  -4.614285
  -4.423191  -4.242756  -4.072244  -3.910964]"
cytb,LI,n6_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[-20.99171  -33.673168 -40.991818 -44.745454 -46.147342 -46.01731
 -44.909834 -43.200219 -41.142695 -38.909196 -36.615371 -34.338178
 -32.127867 -30.016171 -28.021931 -26.154951 -24.418672 -22.812175
 -21.331488 -19.970678 -18.722555 -17.579254 -16.532636 -15.574582
 -14.697227 -13.893088 -13.155211 -12.477149 -11.853065 -11.277655
 -10.746144 -10.254234  -9.798069  -9.374235  -8.979655  -8.611595
  -8.267619  -7.945582  -7.643551  -7.359837  -7.092956  -6.841574
  -6.604517  -6.380711  -6.169221  -5.969159]"
cytb,LI,n8_poav,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 11.899873  -2.542203 -11.59102  -17.007106 -19.981851 -21.324098
 -21.585584 -21.144365 -20.260337 -19.112474 -17.823814 -16.478704
 -15.134369 -13.828976 -12.587149 -11.423754 -10.346651  -9.358639
  -8.458987  -7.644442  -6.910207  -6.250503  -5.659072  -5.129605
  -4.655897  -4.232061  -3.852663  -3.512697  -3.20768   -2.933606
  -2.686928  -2.464518  -2.263639  -2.081882  -1.917134  -1.767546
  -1.631499  -1.507594  -1.394596  -1.291443  -1.197216  -1.111079
  -1.032342  -0.960359  -0.894547  -0.834394]"
cytb,LI,cytb_N_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[-24.053118 -35.471661 -42.354235 -46.276702 -48.255228 -48.947317
 -48.780312 -48.033375 -46.890697 -45.476257 -43.875552 -42.149711
 -40.344252 -38.4944   -36.62826  -34.768681 -32.934363 -31.140515
 -29.399281 -27.720077 -26.1099   -24.573628 -23.114321 -21.733511
 -20.431459 -19.207387 -18.05967  -16.985998 -15.983521 -15.048977
 -14.178819 -13.369331 -12.616735 -11.917279 -11.267297 -10.663266
 -10.101825  -9.579793  -9.094176  -8.642161  -8.221122  -7.828606
  -7.462339  -7.120212  -6.800285  -6.500779  -6.22007   -5.956682
  -5.709283  -5.476668  -5.257752  -5.051549  -4.857165  -4.673778
  -4.500632  -4.337021  -4.182286  -4.035815  -3.89703   -3.765394
  -3.640412  -3.52162   -3.408592  -3.300938  -3.198299  -3.100348
  -3.006782  -2.917329  -2.831736  -2.749774  -2.671231  -2.595912
  -2.523638  -2.454242  -2.387573  -2.323487  -2.261851  -2.202542
  -2.145445  -2.090452  -2.037461  -1.986376  -1.93711   -1.889578
  -1.8437    -1.799401]"
cytb,LI,cytb_N_tetramer,"[ 1.   1.1  1.2  1.3  1.4  1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3
  2.4  2.5  2.6  2.7  2.8  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7
  3.8  3.9  4.   4.1  4.2  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1
  5.2  5.3  5.4  5.5  5.6  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5
  6.6  6.7  6.8  6.9  7.   7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9
  8.   8.1  8.2  8.3  8.4  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3
  9.4  9.5  9.6  9.7  9.8  9.9 10. ]","[ -77.870219  -89.628433  -97.202502 -101.505048 -103.293536 -103.189163
 -101.693904  -99.207023  -96.040982  -92.436459  -88.576036  -84.596112
  -80.596914  -76.650633  -72.807954  -69.103213  -65.558444  -62.18651
  -58.993487  -55.980469  -53.144939  -50.481812  -47.984234  -45.644219
  -43.453125  -41.402022  -39.481962  -37.684185  -36.000246  -34.422107
  -32.942182  -31.553347  -30.248947  -29.022771  -27.86905   -26.782425
  -25.757941  -24.791025  -23.877476  -23.013446  -22.195425  -21.42023
  -20.684979  -19.987066  -19.324135  -18.694042  -18.094825  -17.524666
  -16.981868  -16.464829  -15.97203   -15.502022  -15.05343   -14.624948
  -14.215342  -13.823455  -13.448204  -13.088585  -12.743662  -12.412578
  -12.094539  -11.788813  -11.494727  -11.211662  -10.939045  -10.676343
  -10.423068  -10.178762   -9.942999   -9.715381   -9.495536   -9.283113
   -9.077784   -8.879239   -8.687185   -8.501344   -8.321453   -8.147265
   -7.978542   -7.81506    -7.656606   -7.502975   -7.353976   -7.209422
   -7.069139   -6.932959   -6.800723   -6.672278   -6.547478   -6.426187
   -6.308271]"
cytb,NAT,o5_bi,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 32.194353  -0.459872 -20.443002 -32.213703 -38.681742 -41.756465
 -42.691461 -42.30504  -41.124005 -39.491503 -37.631616 -35.687997
 -33.750428 -31.872921 -30.085987 -28.404815 -26.83482  -25.375289
 -24.0219   -22.768365 -21.607579 -20.532231 -19.535214 -18.609805
 -17.749763 -16.949373 -16.203405 -15.507129 -14.856256 -14.24695
 -13.675747 -13.139523 -12.635475 -12.161068 -11.714033 -11.292297
 -10.893983 -10.517367 -10.160905  -9.82317   -9.50284   -9.198716
  -8.909711  -8.634795  -8.373046  -8.123607]"
cytb,NAT,o5_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 42.499914   5.846086 -17.153593 -31.220409 -39.443686 -43.855885
 -45.800699 -46.159165 -45.508417 -44.232855 -42.589914 -40.751079
 -38.829524 -36.898995 -35.006646 -33.181612 -31.440804 -29.792852
 -28.240868 -26.784307 -25.420411 -24.145031 -22.953283 -21.839941
 -20.799674 -19.827238 -18.917571 -18.065907 -17.267781 -16.519066
 -15.815947 -15.154965 -14.532948 -13.947014 -13.394542 -12.873132
 -12.380606 -11.914953 -11.474306 -11.056982 -10.661401 -10.286121
  -9.929793  -9.59121   -9.269242  -8.962846]"
cytb,NAT,n1_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[135.019872  87.143476  54.176269  31.649937  16.375032   6.124435
  -0.645315  -5.004454  -7.699338  -9.252184 -10.027945 -10.28139
 -10.190559  -9.880004  -9.436547  -8.920325  -8.372307  -7.819823
  -7.280525  -6.76517   -6.279852  -5.827445  -5.408688  -5.022866
  -4.668495  -4.343552  -4.045757  -3.772801  -3.522424  -3.29249
  -3.081009  -2.886196  -2.706438  -2.54028   -2.386484  -2.243889
  -2.111539  -1.98853   -1.874081  -1.767497  -1.668137  -1.575441
  -1.488847  -1.407913  -1.332172  -1.261253]"
cytb,NAT,n6_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[110.742629  65.677578  34.69563   13.682172  -0.362365  -9.56506
 -15.419603 -18.968743 -20.935415 -21.820967 -21.975996 -21.646841
 -21.006596 -20.176412 -19.240626 -18.257415 -17.266287 -16.293463
 -15.355606 -14.462624 -13.61972  -12.828848 -12.089845 -11.401155
 -10.760428 -10.164836  -9.611362  -9.096958  -8.618619  -8.17349
  -7.758853  -7.372233  -7.011311  -6.673986  -6.358352  -6.06268
  -5.785399  -5.525094  -5.280475  -5.050383  -4.833769  -4.629654
  -4.437163  -4.255481  -4.083862  -3.92162 ]"
cytb,NAT,n6_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 86.571945  43.354985  14.511431  -4.440769 -16.629607 -24.209131
 -28.655358 -30.98163  -31.888411 -31.856803 -31.214264 -30.185446
 -28.925748 -27.542601 -26.109744 -24.677216 -23.278283 -21.934282
 -20.658062 -19.456443 -18.33204  -17.2846   -16.311969 -15.410817
 -14.57709  -13.806372 -13.094103 -12.435723 -11.826772 -11.263017
 -10.740481 -10.255479  -9.804597  -9.384769  -8.993198  -8.627376
  -8.285061  -7.964236  -7.663098  -7.380051  -7.11364   -6.862562
  -6.625634  -6.401787  -6.190052  -5.989531]"
cytb,NAT,n8_poav,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[119.769747  74.498202  43.780349  23.120731   9.361192   0.328159
  -5.467563  -9.048446 -11.119542 -12.165847 -12.521021 -12.416826
 -12.015467 -11.430628 -10.741805 -10.004121  -9.255392  -8.520878
  -7.81684   -7.153066  -6.534757  -5.963941  -5.440536  -4.963033
  -4.529067  -4.135745  -3.779931  -3.458426  -3.168055  -2.90578
  -2.668732  -2.45429   -2.260054  -2.083848  -1.923765  -1.778101
  -1.645366  -1.524231  -1.413547  -1.312287  -1.219557  -1.13455
  -1.056533  -0.98487   -0.918972  -0.858345]"
cytb,NAT,cytb_N_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 69.880893  29.06738    2.495754 -14.66833  -25.604869 -32.400297
 -36.422296 -38.575006 -39.463526 -39.495633 -38.948301 -38.011161
 -36.816107 -35.456136 -33.997783 -32.489034 -30.96452  -29.449156
 -27.960826 -26.512415 -25.113226 -23.769869 -22.486753 -21.266424
 -20.109892 -19.016974 -17.986603 -17.017082 -16.106271 -15.251721
 -14.450772 -13.700627 -12.998423 -12.341282 -11.726358 -11.15088
 -10.612177 -10.107708  -9.63507   -9.192007  -8.77642   -8.386355
  -8.020001  -7.675679  -7.351838  -7.047039  -6.759949  -6.489334
  -6.23405   -5.993042  -5.765335  -5.550031  -5.346303  -5.153388
  -4.970586  -4.797251  -4.632784  -4.476632  -4.328279  -4.187245
  -4.05308   -3.925365  -3.803703  -3.687727  -3.577089  -3.471464
  -3.37055   -3.274063  -3.181738  -3.093329  -3.008608  -2.92736
  -2.84939   -2.774514  -2.702562  -2.633376  -2.566809  -2.502726
  -2.441001  -2.381515  -2.324158  -2.268829  -2.215431  -2.163875
  -2.114076  -2.065955]"
